order_id,order_date,ship_date,customer_id,customer_name,segment,country,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
ORD-101601,3/8/2022 17:00,3/9/2022 17:00,1116,Customer_1601,Consumer,India,Bangalore,KA,East,320,Office Supplies,Chairs,Product_D,1552.23,5,0.48,454.07
ORD-101602,3/8/2022 18:00,3/9/2022 18:00,4737,Customer_1602,Consumer,India,Bangalore,MH,South,380,Furniture,Phones,Product_B,2587.59,5,0.25,806.8
ORD-101603,3/8/2022 19:00,3/9/2022 19:00,1936,Customer_1603,Home Office,India,Mumbai,KA,South,490,Technology,Phones,Product_A,408.19,6,0.26,-249.77
ORD-101604,3/8/2022 20:00,3/9/2022 20:00,4874,Customer_1604,Home Office,India,Hyderabad,MH,West,476,Technology,Phones,Product_B,3633.49,8,0.39,818.29
ORD-101605,3/8/2022 21:00,3/9/2022 21:00,1574,Customer_1605,Consumer,India,Chennai,TN,South,313,Furniture,Phones,Product_D,2312.87,1,0.5,1755.88
ORD-101606,3/8/2022 22:00,3/9/2022 22:00,3291,Customer_1606,Consumer,India,Delhi,MH,East,174,Office Supplies,Binders,Product_C,4501.35,9,0.15,1694.12
ORD-101607,3/8/2022 23:00,3/9/2022 23:00,1536,Customer_1607,Corporate,India,Chennai,KA,South,341,Office Supplies,Storage,Product_C,4623.93,8,0.34,944.85
ORD-101608,3/9/2022 0:00,3/10/2022 0:00,2625,Customer_1608,Corporate,India,Chennai,DL,East,249,Technology,Storage,Product_A,714.97,7,0.34,1641.85
ORD-101609,3/9/2022 1:00,3/10/2022 1:00,3122,Customer_1609,Consumer,India,Hyderabad,DL,East,422,Office Supplies,Storage,Product_D,4980.94,5,0.43,410.6
ORD-101610,3/9/2022 2:00,3/10/2022 2:00,4877,Customer_1610,Home Office,India,Bangalore,MH,West,277,Furniture,Storage,Product_C,4852.13,1,0.32,-18.68
ORD-101611,3/9/2022 3:00,3/10/2022 3:00,1385,Customer_1611,Consumer,India,Chennai,KA,West,275,Office Supplies,Phones,Product_C,3172.94,7,0.23,554.08
ORD-101612,3/9/2022 4:00,3/10/2022 4:00,4974,Customer_1612,Consumer,India,Bangalore,TS,West,203,Office Supplies,Chairs,Product_C,4144.69,9,0.16,1524.08
ORD-101613,3/9/2022 5:00,3/10/2022 5:00,4281,Customer_1613,Home Office,India,Hyderabad,DL,East,218,Technology,Chairs,Product_A,190.34,3,0.48,1267.15
ORD-101614,3/9/2022 6:00,3/10/2022 6:00,1474,Customer_1614,Home Office,India,Hyderabad,TN,South,299,Technology,Storage,Product_D,4854.89,8,0.17,461.6
ORD-101615,3/9/2022 7:00,3/10/2022 7:00,1417,Customer_1615,Corporate,India,Mumbai,KA,West,169,Technology,Phones,Product_B,2335.94,3,0.13,353.75
ORD-101616,3/9/2022 8:00,3/10/2022 8:00,3394,Customer_1616,Corporate,India,Delhi,KA,West,156,Office Supplies,Binders,Product_C,4557.53,3,0.4,1910.81
ORD-101617,3/9/2022 9:00,3/10/2022 9:00,4600,Customer_1617,Corporate,India,Hyderabad,DL,South,165,Technology,Storage,Product_B,1987.11,7,0.25,158.44
ORD-101618,3/9/2022 10:00,3/10/2022 10:00,3687,Customer_1618,Corporate,India,Hyderabad,TS,South,499,Technology,Binders,Product_B,3962.06,6,0.09,270.35
ORD-101619,3/9/2022 11:00,3/10/2022 11:00,1938,Customer_1619,Home Office,India,Bangalore,TN,West,157,Office Supplies,Binders,Product_A,2147.93,5,0.18,368.23
ORD-101620,3/9/2022 12:00,3/10/2022 12:00,1954,Customer_1620,Consumer,India,Hyderabad,TS,East,216,Office Supplies,Binders,Product_A,1877.26,7,0.1,1457.42
ORD-101621,3/9/2022 13:00,3/10/2022 13:00,1875,Customer_1621,Corporate,India,Chennai,TN,East,406,Office Supplies,Chairs,Product_B,4739.2,9,0.1,1625.4
ORD-101622,3/9/2022 14:00,3/10/2022 14:00,1762,Customer_1622,Corporate,India,Mumbai,DL,West,120,Furniture,Storage,Product_A,3525.65,1,0.04,42.72
ORD-101623,3/9/2022 15:00,3/10/2022 15:00,2202,Customer_1623,Home Office,India,Mumbai,KA,South,178,Furniture,Phones,Product_B,4216.4,1,0.32,518.44
ORD-101624,3/9/2022 16:00,3/10/2022 16:00,2205,Customer_1624,Home Office,India,Chennai,TN,East,411,Office Supplies,Phones,Product_C,2762.45,5,0.19,1663.49
ORD-101625,3/9/2022 17:00,3/10/2022 17:00,1663,Customer_1625,Consumer,India,Hyderabad,KA,South,453,Technology,Phones,Product_D,4599.91,8,0.03,283.92
ORD-101626,3/9/2022 18:00,3/10/2022 18:00,1024,Customer_1626,Consumer,India,Delhi,MH,North,146,Office Supplies,Storage,Product_B,3725.81,7,0.33,509.58
ORD-101627,3/9/2022 19:00,3/10/2022 19:00,2990,Customer_1627,Home Office,India,Hyderabad,MH,South,473,Furniture,Chairs,Product_D,453.62,7,0.15,884.16
ORD-101628,3/9/2022 20:00,3/10/2022 20:00,2203,Customer_1628,Corporate,India,Mumbai,DL,South,270,Technology,Binders,Product_B,3857.67,3,0.08,1103.61
ORD-101629,3/9/2022 21:00,3/10/2022 21:00,1709,Customer_1629,Corporate,India,Delhi,DL,North,183,Furniture,Phones,Product_C,191.68,9,0.48,259.05
ORD-101630,3/9/2022 22:00,3/10/2022 22:00,4572,Customer_1630,Corporate,India,Bangalore,DL,East,207,Furniture,Chairs,Product_A,4162.44,5,0.04,939.67
ORD-101631,3/9/2022 23:00,3/10/2022 23:00,2879,Customer_1631,Consumer,India,Bangalore,MH,East,386,Furniture,Binders,Product_B,1726.14,3,0.19,1311.05
ORD-101632,3/10/2022 0:00,3/11/2022 0:00,2184,Customer_1632,Corporate,India,Hyderabad,TN,East,370,Furniture,Binders,Product_A,3031.6,6,0.31,-274.78
ORD-101633,3/10/2022 1:00,3/11/2022 1:00,3224,Customer_1633,Corporate,India,Hyderabad,TS,West,275,Technology,Chairs,Product_C,3771.95,8,0.5,1998.3
ORD-101634,3/10/2022 2:00,3/11/2022 2:00,1284,Customer_1634,Home Office,India,Delhi,DL,North,417,Office Supplies,Storage,Product_D,3221.13,8,0.04,1831.87
ORD-101635,3/10/2022 3:00,3/11/2022 3:00,1062,Customer_1635,Corporate,India,Delhi,TS,South,169,Technology,Storage,Product_B,3394.61,4,0.47,-117.7
ORD-101636,3/10/2022 4:00,3/11/2022 4:00,2002,Customer_1636,Home Office,India,Hyderabad,TS,North,486,Office Supplies,Chairs,Product_B,4474.06,4,0.44,329.87
ORD-101637,3/10/2022 5:00,3/11/2022 5:00,1661,Customer_1637,Corporate,India,Mumbai,MH,North,265,Office Supplies,Binders,Product_D,1932.46,9,0.39,203.71
ORD-101638,3/10/2022 6:00,3/11/2022 6:00,3713,Customer_1638,Consumer,India,Bangalore,TN,North,442,Technology,Phones,Product_B,2781.01,2,0.05,-444.81
ORD-101639,3/10/2022 7:00,3/11/2022 7:00,3203,Customer_1639,Corporate,India,Delhi,MH,North,157,Office Supplies,Phones,Product_B,957.15,9,0.15,754.94
ORD-101640,3/10/2022 8:00,3/11/2022 8:00,4953,Customer_1640,Corporate,India,Mumbai,DL,North,344,Technology,Storage,Product_D,2390.96,8,0.14,-104.43
ORD-101641,3/10/2022 9:00,3/11/2022 9:00,2492,Customer_1641,Home Office,India,Hyderabad,MH,North,144,Technology,Phones,Product_A,835.18,3,0.27,-158.13
ORD-101642,3/10/2022 10:00,3/11/2022 10:00,4120,Customer_1642,Home Office,India,Chennai,MH,West,271,Office Supplies,Binders,Product_A,3204.57,2,0.06,26.8
ORD-101643,3/10/2022 11:00,3/11/2022 11:00,1966,Customer_1643,Home Office,India,Delhi,MH,North,363,Office Supplies,Chairs,Product_D,1688.83,2,0.41,1398.94
ORD-101644,3/10/2022 12:00,3/11/2022 12:00,1848,Customer_1644,Corporate,India,Chennai,DL,North,482,Furniture,Binders,Product_C,4309.17,1,0.34,-177.03
ORD-101645,3/10/2022 13:00,3/11/2022 13:00,2107,Customer_1645,Corporate,India,Mumbai,DL,East,165,Office Supplies,Phones,Product_D,1783.53,9,0.43,1071.18
ORD-101646,3/10/2022 14:00,3/11/2022 14:00,4432,Customer_1646,Consumer,India,Bangalore,MH,North,426,Office Supplies,Binders,Product_D,1505.49,1,0.11,226.96
ORD-101647,3/10/2022 15:00,3/11/2022 15:00,1688,Customer_1647,Corporate,India,Mumbai,MH,North,288,Office Supplies,Storage,Product_A,2507.23,2,0.31,-328.99
ORD-101648,3/10/2022 16:00,3/11/2022 16:00,1147,Customer_1648,Consumer,India,Bangalore,TS,East,372,Technology,Chairs,Product_B,959.11,7,0.43,1944.87
ORD-101649,3/10/2022 17:00,3/11/2022 17:00,4701,Customer_1649,Home Office,India,Mumbai,TN,East,170,Furniture,Chairs,Product_C,1098.65,5,0.03,1119.35
ORD-101650,3/10/2022 18:00,3/11/2022 18:00,1341,Customer_1650,Home Office,India,Delhi,TS,East,452,Furniture,Phones,Product_B,3937.42,1,0.28,9.03
ORD-101651,3/10/2022 19:00,3/11/2022 19:00,3523,Customer_1651,Home Office,India,Delhi,TN,South,135,Technology,Phones,Product_B,2536.4,4,0.36,765.45
ORD-101652,3/10/2022 20:00,3/11/2022 20:00,2086,Customer_1652,Consumer,India,Chennai,TN,North,338,Office Supplies,Binders,Product_C,1111.08,6,0.19,471.35
ORD-101653,3/10/2022 21:00,3/11/2022 21:00,2724,Customer_1653,Corporate,India,Mumbai,MH,North,167,Office Supplies,Binders,Product_D,254.46,8,0.18,-61.6
ORD-101654,3/10/2022 22:00,3/11/2022 22:00,2383,Customer_1654,Home Office,India,Mumbai,TS,North,207,Technology,Chairs,Product_D,2385.74,2,0.02,1902.98
ORD-101655,3/10/2022 23:00,3/11/2022 23:00,3608,Customer_1655,Corporate,India,Chennai,TN,East,307,Furniture,Storage,Product_B,3738.89,3,0.24,1648.31
ORD-101656,3/11/2022 0:00,3/12/2022 0:00,1326,Customer_1656,Corporate,India,Hyderabad,TN,West,376,Technology,Storage,Product_B,1820.83,7,0.3,423.09
ORD-101657,3/11/2022 1:00,3/12/2022 1:00,2792,Customer_1657,Home Office,India,Mumbai,DL,North,309,Technology,Phones,Product_C,1315.02,1,0.37,1527.05
ORD-101658,3/11/2022 2:00,3/12/2022 2:00,2759,Customer_1658,Consumer,India,Mumbai,TN,East,401,Office Supplies,Storage,Product_A,2042.26,7,0.04,-25.99
ORD-101659,3/11/2022 3:00,3/12/2022 3:00,4212,Customer_1659,Corporate,India,Mumbai,MH,East,447,Technology,Chairs,Product_C,4799.73,1,0.21,-312.38
ORD-101660,3/11/2022 4:00,3/12/2022 4:00,1989,Customer_1660,Home Office,India,Hyderabad,KA,East,206,Technology,Storage,Product_C,2173.49,8,0.13,816.54
ORD-101661,3/11/2022 5:00,3/12/2022 5:00,3262,Customer_1661,Corporate,India,Delhi,DL,South,479,Technology,Chairs,Product_C,1372.23,6,0.1,481.14
ORD-101662,3/11/2022 6:00,3/12/2022 6:00,3482,Customer_1662,Corporate,India,Chennai,KA,East,115,Office Supplies,Phones,Product_A,2889.29,7,0.12,-325.43
ORD-101663,3/11/2022 7:00,3/12/2022 7:00,4962,Customer_1663,Corporate,India,Hyderabad,MH,West,338,Office Supplies,Binders,Product_D,4072.64,2,0.18,1076.22
ORD-101664,3/11/2022 8:00,3/12/2022 8:00,1951,Customer_1664,Corporate,India,Bangalore,KA,South,489,Furniture,Storage,Product_C,209.43,6,0.37,1549.06
ORD-101665,3/11/2022 9:00,3/12/2022 9:00,1722,Customer_1665,Corporate,India,Bangalore,TN,East,321,Furniture,Chairs,Product_A,2834.7,5,0.22,818.3
ORD-101666,3/11/2022 10:00,3/12/2022 10:00,4389,Customer_1666,Consumer,India,Hyderabad,KA,West,355,Furniture,Phones,Product_B,4197.93,3,0.03,-365.22
ORD-101667,3/11/2022 11:00,3/12/2022 11:00,3079,Customer_1667,Consumer,India,Hyderabad,TS,West,400,Office Supplies,Chairs,Product_C,1156.56,9,0.17,443.58
ORD-101668,3/11/2022 12:00,3/12/2022 12:00,3717,Customer_1668,Home Office,India,Delhi,MH,North,244,Furniture,Storage,Product_B,4616.25,5,0.05,127
ORD-101669,3/11/2022 13:00,3/12/2022 13:00,3332,Customer_1669,Consumer,India,Bangalore,TS,East,263,Technology,Chairs,Product_B,2930.71,8,0.11,-128.63
ORD-101670,3/11/2022 14:00,3/12/2022 14:00,4376,Customer_1670,Consumer,India,Chennai,KA,East,111,Furniture,Phones,Product_A,2631.96,4,0.06,748.1
ORD-101671,3/11/2022 15:00,3/12/2022 15:00,1428,Customer_1671,Consumer,India,Mumbai,TS,North,149,Technology,Phones,Product_B,4821.94,6,0.49,-336.6
ORD-101672,3/11/2022 16:00,3/12/2022 16:00,2500,Customer_1672,Corporate,India,Mumbai,DL,West,414,Furniture,Binders,Product_B,735.29,4,0.44,-342.11
ORD-101673,3/11/2022 17:00,3/12/2022 17:00,1285,Customer_1673,Corporate,India,Delhi,KA,East,459,Office Supplies,Binders,Product_C,3726.69,4,0.31,1441.79
ORD-101674,3/11/2022 18:00,3/12/2022 18:00,4215,Customer_1674,Home Office,India,Delhi,TS,North,111,Technology,Storage,Product_B,4111,9,0.13,568.83
ORD-101675,3/11/2022 19:00,3/12/2022 19:00,4495,Customer_1675,Home Office,India,Bangalore,TN,North,289,Technology,Phones,Product_C,2493.93,5,0.09,1361.66
ORD-101676,3/11/2022 20:00,3/12/2022 20:00,4090,Customer_1676,Home Office,India,Chennai,KA,West,395,Office Supplies,Storage,Product_B,131.73,1,0.42,316.5
ORD-101677,3/11/2022 21:00,3/12/2022 21:00,3065,Customer_1677,Corporate,India,Chennai,DL,West,192,Technology,Phones,Product_D,2669.25,7,0.04,375.43
ORD-101678,3/11/2022 22:00,3/12/2022 22:00,1768,Customer_1678,Consumer,India,Hyderabad,TN,East,229,Furniture,Storage,Product_D,852.21,3,0.35,570.63
ORD-101679,3/11/2022 23:00,3/12/2022 23:00,3637,Customer_1679,Consumer,India,Delhi,KA,East,448,Office Supplies,Phones,Product_A,2856.6,3,0.15,261.23
ORD-101680,3/12/2022 0:00,3/13/2022 0:00,2394,Customer_1680,Corporate,India,Mumbai,TN,South,463,Technology,Storage,Product_B,3719.23,6,0.24,897.61
ORD-101681,3/12/2022 1:00,3/13/2022 1:00,4246,Customer_1681,Home Office,India,Mumbai,KA,West,440,Office Supplies,Chairs,Product_A,2702.25,3,0.36,-317.77
ORD-101682,3/12/2022 2:00,3/13/2022 2:00,4057,Customer_1682,Home Office,India,Bangalore,KA,South,313,Technology,Binders,Product_C,3190.93,1,0.02,893.42
ORD-101683,3/12/2022 3:00,3/13/2022 3:00,1193,Customer_1683,Home Office,India,Mumbai,MH,South,429,Technology,Chairs,Product_C,609.33,6,0.09,1284.33
ORD-101684,3/12/2022 4:00,3/13/2022 4:00,3549,Customer_1684,Corporate,India,Chennai,TS,North,482,Office Supplies,Binders,Product_B,575.52,7,0.32,1980.55
ORD-101685,3/12/2022 5:00,3/13/2022 5:00,1987,Customer_1685,Home Office,India,Chennai,KA,North,386,Technology,Storage,Product_B,4269.61,5,0.46,1093.72
ORD-101686,3/12/2022 6:00,3/13/2022 6:00,2136,Customer_1686,Home Office,India,Delhi,DL,East,274,Furniture,Phones,Product_D,341.72,1,0.13,1272.39
ORD-101687,3/12/2022 7:00,3/13/2022 7:00,3161,Customer_1687,Corporate,India,Bangalore,TS,West,300,Furniture,Phones,Product_C,1493.07,2,0.07,988
ORD-101688,3/12/2022 8:00,3/13/2022 8:00,4293,Customer_1688,Consumer,India,Mumbai,MH,West,204,Technology,Storage,Product_C,4694.71,2,0.46,1877.39
ORD-101689,3/12/2022 9:00,3/13/2022 9:00,2701,Customer_1689,Corporate,India,Delhi,TS,South,330,Technology,Phones,Product_C,2348.45,8,0.43,1524.43
ORD-101690,3/12/2022 10:00,3/13/2022 10:00,1946,Customer_1690,Corporate,India,Hyderabad,TS,South,197,Furniture,Storage,Product_A,3405.24,8,0.45,1037.87
ORD-101691,3/12/2022 11:00,3/13/2022 11:00,1830,Customer_1691,Corporate,India,Hyderabad,KA,East,202,Technology,Chairs,Product_B,1186.28,8,0.06,331.7
ORD-101692,3/12/2022 12:00,3/13/2022 12:00,4715,Customer_1692,Corporate,India,Mumbai,DL,North,140,Technology,Storage,Product_C,1425.51,2,0.46,311.09
ORD-101693,3/12/2022 13:00,3/13/2022 13:00,2920,Customer_1693,Consumer,India,Mumbai,KA,West,250,Office Supplies,Phones,Product_C,2594.1,5,0.29,1383.18
ORD-101694,3/12/2022 14:00,3/13/2022 14:00,4335,Customer_1694,Home Office,India,Mumbai,DL,West,367,Office Supplies,Phones,Product_B,3226.69,5,0.33,1821.5
ORD-101695,3/12/2022 15:00,3/13/2022 15:00,3972,Customer_1695,Corporate,India,Chennai,DL,West,426,Furniture,Storage,Product_B,4806.26,4,0.23,1964.05
ORD-101696,3/12/2022 16:00,3/13/2022 16:00,1054,Customer_1696,Consumer,India,Mumbai,TN,West,451,Furniture,Storage,Product_A,2914.66,8,0.18,155.84
ORD-101697,3/12/2022 17:00,3/13/2022 17:00,4942,Customer_1697,Home Office,India,Hyderabad,KA,North,377,Office Supplies,Storage,Product_D,570.25,8,0.06,979.87
ORD-101698,3/12/2022 18:00,3/13/2022 18:00,4714,Customer_1698,Home Office,India,Mumbai,MH,East,155,Office Supplies,Storage,Product_C,1897.9,9,0.11,1255
ORD-101699,3/12/2022 19:00,3/13/2022 19:00,1799,Customer_1699,Home Office,India,Bangalore,TS,East,115,Furniture,Binders,Product_D,1296.42,4,0.29,532.6
ORD-101700,3/12/2022 20:00,3/13/2022 20:00,1777,Customer_1700,Corporate,India,Hyderabad,TN,North,321,Furniture,Binders,Product_B,1346.57,1,0.16,-226.94
ORD-101701,3/12/2022 21:00,3/13/2022 21:00,2481,Customer_1701,Corporate,India,Bangalore,MH,East,278,Furniture,Chairs,Product_D,2576.4,9,0.06,214.97
ORD-101702,3/12/2022 22:00,3/13/2022 22:00,2901,Customer_1702,Home Office,India,Hyderabad,KA,East,233,Office Supplies,Binders,Product_A,1651.67,1,0.35,788.72
ORD-101703,3/12/2022 23:00,3/13/2022 23:00,3209,Customer_1703,Home Office,India,Delhi,DL,South,357,Office Supplies,Phones,Product_D,1517.61,4,0.26,-212.48
ORD-101704,3/13/2022 0:00,3/14/2022 0:00,4451,Customer_1704,Home Office,India,Hyderabad,KA,North,161,Technology,Binders,Product_C,4843.29,1,0.02,282.44
ORD-101705,3/13/2022 1:00,3/14/2022 1:00,3134,Customer_1705,Home Office,India,Hyderabad,KA,East,222,Furniture,Binders,Product_A,2961.4,3,0.34,144.36
ORD-101706,3/13/2022 2:00,3/14/2022 2:00,1054,Customer_1706,Home Office,India,Bangalore,TN,South,141,Technology,Phones,Product_B,1382.72,3,0.43,386.02
ORD-101707,3/13/2022 3:00,3/14/2022 3:00,4547,Customer_1707,Home Office,India,Bangalore,MH,North,472,Furniture,Binders,Product_A,1451.76,7,0.39,1217.22
ORD-101708,3/13/2022 4:00,3/14/2022 4:00,2823,Customer_1708,Consumer,India,Hyderabad,TN,North,472,Office Supplies,Storage,Product_C,4074.04,3,0.46,690.49
ORD-101709,3/13/2022 5:00,3/14/2022 5:00,2201,Customer_1709,Home Office,India,Hyderabad,MH,West,398,Furniture,Binders,Product_B,4443.73,6,0.17,440.45
ORD-101710,3/13/2022 6:00,3/14/2022 6:00,4462,Customer_1710,Corporate,India,Chennai,TN,South,151,Furniture,Binders,Product_D,3427.25,4,0.04,186.95
ORD-101711,3/13/2022 7:00,3/14/2022 7:00,4420,Customer_1711,Corporate,India,Delhi,TS,South,478,Office Supplies,Binders,Product_C,2214.09,6,0.36,1221.64
ORD-101712,3/13/2022 8:00,3/14/2022 8:00,4079,Customer_1712,Corporate,India,Delhi,DL,South,411,Office Supplies,Storage,Product_A,3846.41,9,0.45,1186.08
ORD-101713,3/13/2022 9:00,3/14/2022 9:00,1832,Customer_1713,Home Office,India,Mumbai,DL,North,166,Furniture,Storage,Product_A,4693.17,7,0.16,616.2
ORD-101714,3/13/2022 10:00,3/14/2022 10:00,1312,Customer_1714,Corporate,India,Hyderabad,DL,West,158,Furniture,Chairs,Product_A,914.38,1,0.13,196.96
ORD-101715,3/13/2022 11:00,3/14/2022 11:00,3806,Customer_1715,Consumer,India,Hyderabad,TS,North,403,Furniture,Chairs,Product_B,4322.36,8,0.36,1522.3
ORD-101716,3/13/2022 12:00,3/14/2022 12:00,2858,Customer_1716,Home Office,India,Hyderabad,TS,East,134,Furniture,Storage,Product_A,4259.23,4,0.36,1630.32
ORD-101717,3/13/2022 13:00,3/14/2022 13:00,3007,Customer_1717,Corporate,India,Hyderabad,DL,East,235,Furniture,Phones,Product_B,1895.86,8,0.41,1615.4
ORD-101718,3/13/2022 14:00,3/14/2022 14:00,3006,Customer_1718,Consumer,India,Delhi,DL,East,175,Office Supplies,Chairs,Product_A,1529.75,3,0.37,481.67
ORD-101719,3/13/2022 15:00,3/14/2022 15:00,3490,Customer_1719,Consumer,India,Bangalore,MH,West,341,Furniture,Binders,Product_A,2870.02,5,0.2,135.42
ORD-101720,3/13/2022 16:00,3/14/2022 16:00,2790,Customer_1720,Corporate,India,Chennai,MH,North,387,Office Supplies,Binders,Product_B,1434.24,3,0.21,1615.08
ORD-101721,3/13/2022 17:00,3/14/2022 17:00,1327,Customer_1721,Consumer,India,Bangalore,KA,South,320,Technology,Binders,Product_B,812.35,3,0.4,1949.34
ORD-101722,3/13/2022 18:00,3/14/2022 18:00,4125,Customer_1722,Corporate,India,Bangalore,TN,East,400,Technology,Phones,Product_B,4770.09,3,0.13,-15.92
ORD-101723,3/13/2022 19:00,3/14/2022 19:00,3808,Customer_1723,Consumer,India,Delhi,MH,East,184,Furniture,Chairs,Product_C,2507.69,4,0.05,1091.18
ORD-101724,3/13/2022 20:00,3/14/2022 20:00,4310,Customer_1724,Home Office,India,Chennai,MH,North,222,Technology,Storage,Product_D,2414.05,3,0.11,324.07
ORD-101725,3/13/2022 21:00,3/14/2022 21:00,4300,Customer_1725,Home Office,India,Hyderabad,MH,South,294,Office Supplies,Storage,Product_A,717.91,2,0.25,714.57
ORD-101726,3/13/2022 22:00,3/14/2022 22:00,3626,Customer_1726,Home Office,India,Delhi,MH,West,201,Technology,Phones,Product_C,2570.35,6,0.29,930.61
ORD-101727,3/13/2022 23:00,3/14/2022 23:00,4122,Customer_1727,Home Office,India,Delhi,TS,East,382,Technology,Storage,Product_D,3739.88,1,0.04,846.68
ORD-101728,3/14/2022 0:00,3/15/2022 0:00,4680,Customer_1728,Home Office,India,Chennai,KA,East,474,Office Supplies,Phones,Product_A,1315.43,5,0.15,1404.17
ORD-101729,3/14/2022 1:00,3/15/2022 1:00,4675,Customer_1729,Corporate,India,Mumbai,MH,East,102,Furniture,Storage,Product_A,1907.55,6,0.37,1929.19
ORD-101730,3/14/2022 2:00,3/15/2022 2:00,4054,Customer_1730,Home Office,India,Delhi,TN,South,412,Office Supplies,Storage,Product_A,976.68,1,0.43,-284.87
ORD-101731,3/14/2022 3:00,3/15/2022 3:00,2287,Customer_1731,Home Office,India,Bangalore,MH,East,346,Office Supplies,Phones,Product_D,1839.87,1,0.06,1208.6
ORD-101732,3/14/2022 4:00,3/15/2022 4:00,4489,Customer_1732,Home Office,India,Bangalore,TS,South,247,Furniture,Storage,Product_A,4320.28,7,0.26,808.26
ORD-101733,3/14/2022 5:00,3/15/2022 5:00,4874,Customer_1733,Home Office,India,Hyderabad,DL,East,298,Office Supplies,Chairs,Product_C,1261.59,6,0.07,491.67
ORD-101734,3/14/2022 6:00,3/15/2022 6:00,3143,Customer_1734,Consumer,India,Delhi,DL,East,220,Furniture,Storage,Product_A,244.75,9,0.36,1155.37
ORD-101735,3/14/2022 7:00,3/15/2022 7:00,2111,Customer_1735,Home Office,India,Hyderabad,KA,South,268,Office Supplies,Binders,Product_C,2727.49,4,0.08,1715.36
ORD-101736,3/14/2022 8:00,3/15/2022 8:00,4149,Customer_1736,Home Office,India,Delhi,DL,South,100,Technology,Phones,Product_B,2939.51,3,0.05,1026.53
ORD-101737,3/14/2022 9:00,3/15/2022 9:00,2311,Customer_1737,Corporate,India,Chennai,MH,West,429,Furniture,Storage,Product_D,1711.66,6,0.22,1551.29
ORD-101738,3/14/2022 10:00,3/15/2022 10:00,4191,Customer_1738,Consumer,India,Delhi,TS,North,208,Furniture,Chairs,Product_C,3243.69,8,0.05,238.25
ORD-101739,3/14/2022 11:00,3/15/2022 11:00,3861,Customer_1739,Corporate,India,Mumbai,KA,East,487,Technology,Storage,Product_A,285.72,5,0.41,594.16
ORD-101740,3/14/2022 12:00,3/15/2022 12:00,3538,Customer_1740,Home Office,India,Bangalore,MH,East,426,Technology,Storage,Product_C,1768.81,3,0.41,-64.21
ORD-101741,3/14/2022 13:00,3/15/2022 13:00,4983,Customer_1741,Corporate,India,Chennai,DL,North,109,Furniture,Binders,Product_C,808.4,3,0.26,931.41
ORD-101742,3/14/2022 14:00,3/15/2022 14:00,1451,Customer_1742,Corporate,India,Bangalore,TN,North,226,Technology,Chairs,Product_B,1226.05,1,0.29,1348.66
ORD-101743,3/14/2022 15:00,3/15/2022 15:00,2523,Customer_1743,Home Office,India,Hyderabad,MH,North,256,Office Supplies,Storage,Product_D,1974.42,6,0.07,948.3
ORD-101744,3/14/2022 16:00,3/15/2022 16:00,1164,Customer_1744,Consumer,India,Chennai,TN,East,330,Office Supplies,Storage,Product_B,2517.71,7,0.14,1780.08
ORD-101745,3/14/2022 17:00,3/15/2022 17:00,1181,Customer_1745,Consumer,India,Mumbai,TN,East,114,Office Supplies,Binders,Product_D,556.68,9,0.06,1648.43
ORD-101746,3/14/2022 18:00,3/15/2022 18:00,3516,Customer_1746,Corporate,India,Bangalore,KA,East,374,Technology,Phones,Product_B,596.46,6,0.11,560.95
ORD-101747,3/14/2022 19:00,3/15/2022 19:00,1909,Customer_1747,Home Office,India,Delhi,TS,South,465,Technology,Phones,Product_D,3402.82,8,0.2,930.63
ORD-101748,3/14/2022 20:00,3/15/2022 20:00,3782,Customer_1748,Corporate,India,Delhi,DL,West,145,Technology,Phones,Product_A,2080.25,6,0.34,1117.55
ORD-101749,3/14/2022 21:00,3/15/2022 21:00,1822,Customer_1749,Corporate,India,Delhi,DL,West,373,Furniture,Binders,Product_C,964.96,2,0.36,1518.68
ORD-101750,3/14/2022 22:00,3/15/2022 22:00,1943,Customer_1750,Corporate,India,Chennai,MH,North,205,Office Supplies,Phones,Product_C,1251.09,3,0.22,-313.13
ORD-101751,3/14/2022 23:00,3/15/2022 23:00,3001,Customer_1751,Home Office,India,Mumbai,DL,North,102,Furniture,Chairs,Product_B,3628.28,1,0.15,1518.54
ORD-101752,3/15/2022 0:00,3/16/2022 0:00,3054,Customer_1752,Home Office,India,Mumbai,KA,East,425,Furniture,Phones,Product_A,353.62,5,0.4,-333.4
ORD-101753,3/15/2022 1:00,3/16/2022 1:00,1329,Customer_1753,Consumer,India,Mumbai,DL,West,352,Furniture,Phones,Product_A,2592.84,6,0.22,1298.83
ORD-101754,3/15/2022 2:00,3/16/2022 2:00,1774,Customer_1754,Home Office,India,Bangalore,MH,West,121,Office Supplies,Storage,Product_A,1865.57,6,0.28,663.29
ORD-101755,3/15/2022 3:00,3/16/2022 3:00,4744,Customer_1755,Corporate,India,Chennai,DL,South,154,Office Supplies,Chairs,Product_B,4074.62,2,0.13,93.12
ORD-101756,3/15/2022 4:00,3/16/2022 4:00,3198,Customer_1756,Corporate,India,Delhi,TS,East,473,Office Supplies,Binders,Product_D,3971.52,1,0.03,1267.46
ORD-101757,3/15/2022 5:00,3/16/2022 5:00,4156,Customer_1757,Consumer,India,Bangalore,TN,East,396,Technology,Chairs,Product_A,3477.09,7,0.08,1675.95
